SAMPLE,VALUE
Sample01,0.000107
Sample02,0.0000985
Sample03,0
Sample04,0.000224
Sample05,0.000108
Sample06,0.000255
Sample07,0
Sample08,0.00041
Sample09,0.000329
Sample10,0.001140972
Sample11,0
Sample12,0.0000439
Sample13,0.000139
Sample14,0
Sample15,0
Sample16,0
Sample17,0.00039
Sample18,0
Sample19,0
Sample20,0
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0.000143
Sample27,0.000166
Sample28,0
Sample29,0.0000915
Sample30,0.000323
Sample31,0.0000307
Sample32,0.000399
Sample33,0.0000681
Sample34,0
Sample35,0.0000362
Sample36,0.000119
Sample37,0.00011
Sample38,0.0000256
Sample39,0.002506867
Sample40,0.001
Sample41,0.002637927
Sample42,0
Sample43,0.000108
Sample44,0.000028
Sample45,0.000206
Sample46,0.001311979
Sample47,0.000248
Sample48,0.001742182
Sample49,0
Sample50,0.000158
Sample51,0.000154
Sample52,0
Sample53,0.000333
Sample54,0.002230668
Sample55,0.002641159
Sample56,0.000524
Sample57,0.000858
Sample58,0.000546
Sample59,0.0000955
Sample60,0.000852
Sample61,0.000989
Sample62,0.001013126
Sample63,0.001217888
Sample64,0.000341
Sample65,0.00231377
Sample66,0.001698709
Sample67,0.004026824
Sample68,0.002084905
Sample69,0
Sample70,0.002273271
Sample71,0.004572129
Sample72,0.001096848
Sample73,0.001271655
Sample74,0.001700282
Sample75,0.000738
Sample76,0.00106348
Sample77,0.000197
Sample78,0.000351
Sample79,0.000554
Sample80,0.0000362
Sample81,0
Sample82,0.000254
Sample83,0.000209
Sample84,0
Sample85,0.0000992
Sample86,0
Sample87,0.0000839
Sample88,0.000515
Sample89,0
Sample90,0.00013
Sample91,0
Sample92,0.000416
Sample93,0.000365
Sample94,0
Sample95,0.000425
Sample96,0
Sample97,0.001190766
Sample98,0.001591046
Sample99,0.000455
