SAMPLE,VALUE
Sample01,0.002384953
Sample02,0.000246
Sample03,0.000888
Sample04,0.00134405
Sample05,0.001186589
Sample06,0.002800229
Sample07,0
Sample08,0.000341
Sample09,0.0000274
Sample10,0.000415
Sample11,0.000736
Sample12,0.000263
Sample13,0.000463
Sample14,0.0000977
Sample15,0.000236
Sample16,0.000662
Sample17,0.00039
Sample18,0
Sample19,0.000312
Sample20,0.00037
Sample21,0.000274
Sample22,0.00038
Sample23,0
Sample24,0.000221
Sample25,0
Sample26,0
Sample27,0.000331
Sample28,0.0000666
Sample29,0.000137
Sample30,0.000194
Sample31,0
Sample32,0.0000725
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0.0000256
Sample39,0.000597
Sample40,0.00075
Sample41,0.001172412
Sample42,0.000132
Sample43,0
Sample44,0
Sample45,0.000206
Sample46,0.000328
Sample47,0.000124
Sample48,0.000396
Sample49,0
Sample50,0.0000791
Sample51,0.000134
Sample52,0.002345965
Sample53,0
Sample54,0
Sample55,0.000293
Sample56,0
Sample57,0.000686
Sample58,0
Sample59,0.00043
Sample60,0.000487
Sample61,0.001624905
Sample62,0.000203
Sample63,0.001380273
Sample64,0.001364359
Sample65,0.0005
Sample66,0.00034
Sample67,0.000719
Sample68,0.000695
Sample69,0.00052
Sample70,0.000479
Sample71,0.000741
Sample72,0.000457
Sample73,0
Sample74,0.000131
Sample75,0.000422
Sample76,0.00062
Sample77,0.0000393
Sample78,0.000117
Sample79,0
Sample80,0.000109
Sample81,0.002112287
Sample82,0.001398088
Sample83,0.007597651
Sample84,0
Sample85,0.001091322
Sample86,0.001150671
Sample87,0.00021
Sample88,0.004839419
Sample89,0
Sample90,0.0000867
Sample91,0.000281
Sample92,0.001040574
Sample93,0.00073
Sample94,0
Sample95,0.00110513
Sample96,0.001971142
Sample97,0.000529
Sample98,0.000159
Sample99,0.000682
