SAMPLE,VALUE
Sample1,0
Sample2,0.000148
Sample3,0.000533
Sample4,0.001792067
Sample5,0.000216
Sample6,0
Sample7,0
Sample8,0
Sample9,0
Sample10,0.000104
Sample11,0.0000818
Sample12,0.0000439
Sample13,0.0000926
Sample14,0
Sample15,0.0000472
Sample16,0
Sample17,0
Sample18,0
Sample19,0.000125
Sample20,0.000278
Sample21,0.000274
Sample22,0.000127
Sample23,0
Sample24,0.000443
Sample25,0
Sample26,0
Sample27,0.000414
Sample28,0
Sample29,0.000229
Sample30,0.0000647
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0
Sample40,0
Sample41,0.000879
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000206
Sample46,0.000164
Sample47,0.000248
Sample48,0.001108661
Sample49,0
Sample50,0.0000396
Sample51,0.0000192
Sample52,0.001759474
Sample53,0
Sample54,0.000558
Sample55,0
Sample56,0.00015
Sample57,0.000343
Sample58,0
Sample59,0
Sample60,0.000487
Sample61,0
Sample62,0.0000507
Sample63,0.0000812
Sample64,0
Sample65,0.000438
Sample66,0.00034
Sample67,0
Sample68,0.000298
Sample69,0
Sample70,0.00012
Sample71,0.001112139
Sample72,0.000457
Sample73,0.0000489
Sample74,0.000131
Sample75,0.0000527
Sample76,0.000177
Sample77,0
Sample78,0.0000585
Sample79,0.000158
Sample80,0
Sample81,0
Sample82,0.000127
Sample83,0
Sample84,0
Sample85,0.000446
Sample86,0
Sample87,0
Sample88,0
Sample89,0
Sample90,0
Sample91,0.0000803
Sample92,0.000832
Sample93,0.000209
Sample94,0.0000457
Sample95,0.000425
Sample96,0.000394
Sample97,0
Sample98,0.000239
Sample99,0.001137206
