SAMPLE,VALUE
Sample01,0.007369236
Sample02,0.001625936
Sample03,0.002487297
Sample04,0.0053762
Sample05,0.005825073
Sample06,0.004836759
Sample07,0.000674
Sample08,0.002390026
Sample09,0.000329
Sample10,0.005601137
Sample11,0.003516054
Sample12,0.001667155
Sample13,0.001851344
Sample14,0.000717
Sample15,0.00099
Sample16,0.003707396
Sample17,0.002471995
Sample18,0.016189234
Sample19,0.000686
Sample20,0.000972
Sample21,0.000548
Sample22,0.000317
Sample23,0.000218
Sample24,0.000148
Sample25,0
Sample26,0.000228
Sample27,0.000911
Sample28,0.000178
Sample29,0.000777
Sample30,0.050336113
Sample31,0.010655671
Sample32,0.026919958
Sample33,0.014914964
Sample34,0.000735
Sample35,0.008696396
Sample36,0.007039372
Sample37,0.004982512
Sample38,0.00356387
Sample39,0.103497796
Sample40,0.166930724
Sample41,0.289292655
Sample42,0.014688796
Sample43,0.012363701
Sample44,0.002355462
Sample45,0.001649202
Sample46,0.069124877
Sample47,0.066227712
Sample48,0.1408792
Sample49,0
Sample50,0.030309085
Sample51,0.014015608
Sample52,0.00088
Sample53,0.037893804
Sample54,0.331532999
Sample55,0.14497028
Sample56,0.078361686
Sample57,0.150958414
Sample58,0.070971869
Sample59,0.049057611
Sample60,0.094240034
Sample61,0.051643733
Sample62,0.046097212
Sample63,0.099379689
Sample64,0.003069807
Sample65,0.077730154
Sample66,0.085469339
Sample67,0.214284584
Sample68,0.178209761
Sample69,0.002859973
Sample70,0.172170376
Sample71,0.274451314
Sample72,0.088113458
Sample73,0.058104871
Sample74,0.155772
Sample75,0.060249442
Sample76,0.117071424
Sample77,0.025566163
Sample78,0.019396105
Sample79,0.078644028
Sample80,0.000398
Sample81,0.002112287
Sample82,0.001652285
Sample83,0.000836
Sample84,0.002379127
Sample85,0.001388955
Sample86,0.001150671
Sample87,0.000546
Sample88,0.00226526
Sample89,0.000406
Sample90,0.000563
Sample91,0.000643
Sample92,0.003121722
Sample93,0.001199512
Sample94,0.000137
Sample95,0.00272032
Sample96,0.004139399
Sample97,0.088248992
Sample98,0.146853508
Sample99,0.001364647
