SAMPLE,VALUE
Sample01,0.010182945
Sample02,0.0000985
Sample03,0.000178
Sample04,0.000224
Sample05,0.000539
Sample06,0
Sample07,0.0000204
Sample08,0.000615
Sample09,0
Sample10,0
Sample11,0.000409
Sample12,0.000132
Sample13,0.0000463
Sample14,0
Sample15,0.0000943
Sample16,0.000132
Sample17,0
Sample18,0
Sample19,0.000249
Sample20,0.000139
Sample21,0
Sample22,0.0000634
Sample23,0
Sample24,0.0000738
Sample25,0
Sample26,0
Sample27,0
Sample28,0.0000222
Sample29,0
Sample30,0.000194
Sample31,0.0000307
Sample32,0.0000725
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000119
Sample37,0.0000274
Sample38,0.0000256
Sample39,0.000119
Sample40,0.001249481
Sample41,0
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.000206
Sample46,0.001393977
Sample47,0
Sample48,0.000554
Sample49,0.000388
Sample50,0.0000791
Sample51,0.000115
Sample52,0.000586
Sample53,0
Sample54,0.001951834
Sample55,0.00044
Sample56,0
Sample57,0.000515
Sample58,0.000455
Sample59,0.0000955
Sample60,0.000609
Sample61,0.001978146
Sample62,0.000355
Sample63,0.001542659
Sample64,0
Sample65,0.0005
Sample66,0.000146
Sample67,0.000719
Sample68,0.001290656
Sample69,0.00013
Sample70,0
Sample71,0.001482853
Sample72,0.0000914
Sample73,0.000293
Sample74,0.000131
Sample75,0.000264
Sample76,0.000709
Sample77,0
Sample78,0.0000293
Sample79,0.000554
Sample80,0.0000362
Sample81,0.000106
Sample82,0.000254
Sample83,0.000906
Sample84,0.0000952
Sample85,0.0000496
Sample86,0.000384
Sample87,0.00042
Sample88,0.004015688
Sample89,0.0000369
Sample90,0
Sample91,0.0000402
Sample92,0.001873033
Sample93,0.0000522
Sample94,0
Sample95,0
Sample96,0
Sample97,0.001190766
Sample98,0.000318
Sample99,0.000227
