SAMPLE,VALUE
Sample01,0.015837159
Sample02,0.000936
Sample03,0.00390861
Sample04,0.006496241
Sample05,0.000539
Sample06,0.001145548
Sample07,0.0000204
Sample08,0.003209464
Sample09,0
Sample10,0.000311
Sample11,0.001390068
Sample12,0.0000877
Sample13,0.000324
Sample14,0.0000326
Sample15,0.000754
Sample16,0.000794
Sample17,0.00052
Sample18,0.000899
Sample19,0.006422255
Sample20,0.002267242
Sample21,0.000776
Sample22,0.0000634
Sample23,0.000327
Sample24,0.000959
Sample25,0
Sample26,0.000428
Sample27,0.001739796
Sample28,0.000155
Sample29,0.002469522
Sample30,0.001811582
Sample31,0.000184
Sample32,0.000688
Sample33,0.000272
Sample34,0
Sample35,0.000109
Sample36,0.004056587
Sample37,0.0000821
Sample38,0.0000256
Sample39,0.00620748
Sample40,0.002998756
Sample41,0.005568957
Sample42,0.001323315
Sample43,0.000868
Sample44,0.0000561
Sample45,0.003298405
Sample46,0.001393977
Sample47,0.003596636
Sample48,0.002771654
Sample49,0
Sample50,0.001107904
Sample51,0.000576
Sample52,0.002932457
Sample53,0.000583
Sample54,0.005855503
Sample55,0.003961738
Sample56,0.018579061
Sample57,0.00703329
Sample58,0.004913437
Sample59,0.00157634
Sample60,0.004748529
Sample61,0.011374338
Sample62,0.006737285
Sample63,0.010230262
Sample64,0.000682
Sample65,0.005878226
Sample66,0.005727077
Sample67,0.011361397
Sample68,0.007843215
Sample69,0.00039
Sample70,0.01124671
Sample71,0.023354929
Sample72,0.00411318
Sample73,0.003570417
Sample74,0.005754801
Sample75,0.006536247
Sample76,0.005937763
Sample77,0.001022647
Sample78,0.001053182
Sample79,0.003088738
Sample80,0.002028453
Sample81,0.000422
Sample82,0.000381
Sample83,0.000349
Sample84,0.002379127
Sample85,0.002381066
Sample86,0.0000639
Sample87,0.000252
Sample88,0.004942385
Sample89,0.006120475
Sample90,0.00052
Sample91,0.002249577
Sample92,0.003537952
Sample93,0.002711941
Sample94,0
Sample95,0.005185611
Sample96,0.007096113
Sample97,0.008203055
Sample98,0.004852689
Sample99,0.002046971
