SAMPLE,VALUE
Sample01,0.056461748
Sample02,0.004927079
Sample03,0.017055751
Sample04,0.022400832
Sample05,0.019524782
Sample06,0.020492586
Sample07,0.001103647
Sample08,0.019188497
Sample09,0.001288352
Sample10,0.020226327
Sample11,0.012592378
Sample12,0.00614215
Sample13,0.007035106
Sample14,0.002964808
Sample15,0.008204211
Sample16,0.446608858
Sample17,0.01014819
Sample18,0.03327787
Sample19,0.005549327
Sample20,0.006061402
Sample21,0.004290425
Sample22,0.001013995
Sample23,0.001090233
Sample24,0.004057962
Sample25,0.001335256
Sample26,0.002253967
Sample27,0.006296405
Sample28,0.000643
Sample29,0.006631124
Sample30,0.103130803
Sample31,0.01949957
Sample32,0.050687781
Sample33,0.024722064
Sample34,0.001411214
Sample35,0.014820108
Sample36,0.073853746
Sample37,0.008431943
Sample38,0.005794493
Sample39,0.193983758
Sample40,0.289130011
Sample41,0.569792219
Sample42,0.027127957
Sample43,0.020931529
Sample44,0.003280821
Sample45,0.009895214
Sample46,0.127015937
Sample47,0.143245332
Sample48,0.260931402
Sample49,0.001163354
Sample50,0.060341195
Sample51,0.028818394
Sample52,0.025219128
Sample53,0.074788211
Sample54,0.567426116
Sample55,0.290820946
Sample56,0.171781402
Sample57,0.384086238
Sample58,0.132571811
Sample59,0.096873258
Sample60,0.178008954
Sample61,0.131617339
Sample62,0.164176995
Sample63,0.190315352
Sample64,0.013302499
Sample65,0.14389146
Sample66,0.216609687
Sample67,0.423391823
Sample68,0.339045312
Sample69,0.008709918
Sample70,0.330222541
Sample71,0.545195496
Sample72,0.18454468
Sample73,0.121540914
Sample74,0.311413209
Sample75,0.1282475
Sample76,0.248499829
Sample77,0.048064386
Sample78,0.038909231
Sample79,0.156298076
Sample80,0.001050449
Sample81,0.012673722
Sample82,0.46035214
Sample83,0.037221518
Sample84,0.022506544
Sample85,0.013790339
Sample86,0.005881206
Sample87,0.002560322
Sample88,0.008340275
Sample89,0.001659165
Sample90,0.001863668
Sample91,0.002530774
Sample92,0.506967684
Sample93,0.095856676
Sample94,0.000411
Sample95,0.008841041
Sample96,0.011235512
Sample97,0.16379648
Sample98,0.278830741
Sample99,0.014556239
