SAMPLE,VALUE
Sample01,0.000402
Sample02,0
Sample03,0.000711
Sample04,0
Sample05,0.001402332
Sample06,0.000127
Sample07,0
Sample08,0
Sample09,0
Sample10,0.000311
Sample11,0
Sample12,0.0000439
Sample13,0.0000926
Sample14,0.0000977
Sample15,0.000189
Sample16,0.000132
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.0002
Sample27,0.0000828
Sample28,0.0000222
Sample29,0.0000915
Sample30,0.000129
Sample31,0
Sample32,0.000145
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0.0005
Sample41,0.002637927
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0
Sample47,0.000372
Sample48,0.000158
Sample49,0
Sample50,0.0000396
Sample51,0.0000768
Sample52,0
Sample53,0
Sample54,0.002509501
Sample55,0.001173848
Sample56,0.000749
Sample57,0.000515
Sample58,0
Sample59,0.000239
Sample60,0.000122
Sample61,0.000141
Sample62,0.000152
Sample63,0.002029814
Sample64,0
Sample65,0.000688
Sample66,0.000291
Sample67,0.002732488
Sample68,0.000794
Sample69,0
Sample70,0.00143575
Sample71,0.000247
Sample72,0.000366
Sample73,0.0000978
Sample74,0.000916
Sample75,0.000158
Sample76,0.000798
Sample77,0.0000393
Sample78,0.0000293
Sample79,0.000119
Sample80,0.0000724
Sample81,0.000211
Sample82,0
Sample83,0
Sample84,0.0000952
Sample85,0.000446
Sample86,0.000128
Sample87,0.000042
Sample88,0.000927
Sample89,0
Sample90,0.0000867
Sample91,0.000201
Sample92,0
Sample93,0
Sample94,0
Sample95,0.00051
Sample96,0.000197
Sample97,0
Sample98,0.00103418
Sample99,0.001364647
