SAMPLE,VALUE
Sample01,0.001179078
Sample02,0
Sample03,0
Sample04,0.005152191
Sample05,0.000108
Sample06,0
Sample07,0
Sample08,0.000137
Sample09,0
Sample10,0
Sample11,0.0000818
Sample12,0.000132
Sample13,0
Sample14,0.0000326
Sample15,0.000236
Sample16,0.001721291
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0.0000463
Sample21,0
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0
Sample37,0.0000274
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0.000082
Sample47,0.000124
Sample48,0.0000792
Sample49,0
Sample50,0
Sample51,0
Sample52,0
Sample53,0
Sample54,0
Sample55,0.000293
Sample56,0
Sample57,0.000172
Sample58,0
Sample59,0
Sample60,0.000365
Sample61,0.000353
Sample62,0.000203
Sample63,0.002111006
Sample64,0
Sample65,0
Sample66,0.000777
Sample67,0.000863
Sample68,0.000496
Sample69,0.00026
Sample70,0
Sample71,0.000247
Sample72,0
Sample73,0.0000489
Sample74,0
Sample75,0.003637105
Sample76,0
Sample77,0.0000787
Sample78,0.000205
Sample79,0.000158
Sample80,0.000362
Sample81,0
Sample82,0
Sample83,0.007597651
Sample84,0.0000476
Sample85,0.000446
Sample86,0
Sample87,0.000042
Sample88,0.00113263
Sample89,0
Sample90,0
Sample91,0.0000402
Sample92,0.000832
Sample93,0.000156
Sample94,0
Sample95,0
Sample96,0.000394
Sample97,0.000265
Sample98,0
Sample99,0
