SAMPLE,VALUE
Sample1,0.000402
Sample2,0.0000493
Sample3,0.001065984
Sample4,0.000896
Sample5,0.000216
Sample6,0.000382
Sample7,0
Sample8,0.003209464
Sample9,0.0000548
Sample10,0.000934
Sample11,0.000409
Sample12,0.000526
Sample13,0.0000926
Sample14,0.0000326
Sample15,0.000141
Sample16,0.000397
Sample17,0.00052
Sample18,0
Sample19,0.000312
Sample20,0.000139
Sample21,0.000274
Sample22,0
Sample23,0.0000545
Sample24,0.000221
Sample25,0.000668
Sample26,0.0000571
Sample27,0.000331
Sample28,0
Sample29,0.000137
Sample30,0.000194
Sample31,0
Sample32,0.0000725
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000477
Sample37,0
Sample38,0
Sample39,0.000477
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0.000082
Sample47,0.000124
Sample48,0.009898763
Sample49,0
Sample50,0.000237
Sample51,0.0000192
Sample52,0.000586
Sample53,0
Sample54,0
Sample55,0.000147
Sample56,0.0003
Sample57,0.000172
Sample58,0
Sample59,0.000239
Sample60,0.000122
Sample61,0
Sample62,0.000456
Sample63,0.000487
Sample64,0.000341
Sample65,0.000375
Sample66,0.000291
Sample67,0.000575
Sample68,0.000596
Sample69,0.00013
Sample70,0.000359
Sample71,0.000371
Sample72,0
Sample73,0.0000978
Sample74,0.000785
Sample75,0.0000527
Sample76,0.000709
Sample77,0.000118
Sample78,0
Sample79,0.000119
Sample80,0.0000362
Sample81,0.000106
Sample82,0.000763
Sample83,0.000209
Sample84,0.0000952
Sample85,0.0000992
Sample86,0.000256
Sample87,0.0000839
Sample88,0
Sample89,0
Sample90,0.000173
Sample91,0.0000803
Sample92,0
Sample93,0.0000522
Sample94,0
Sample95,0.000085
Sample96,0
Sample97,0.000397
Sample98,0.0000796
Sample99,0.000682
