SAMPLE,VALUE
Sample1,0.017605775
Sample2,0.000345
Sample3,0.000178
Sample4,0.000448
Sample5,0.001078717
Sample6,0.001272831
Sample7,0.0000204
Sample8,0.002390026
Sample9,0.0000274
Sample10,0.000415
Sample11,0.001962449
Sample12,0.000439
Sample13,0.000324
Sample14,0.0000326
Sample15,0.000283
Sample16,0.000397
Sample17,0
Sample18,0.00045
Sample19,0.000499
Sample20,0.000278
Sample21,0.0000456
Sample22,0.0000634
Sample23,0
Sample24,0.000221
Sample25,0
Sample26,0
Sample27,0.0000828
Sample28,0.0000444
Sample29,0.000137
Sample30,0.000323
Sample31,0.0000307
Sample32,0.000109
Sample33,0.0000681
Sample34,0
Sample35,0
Sample36,0.000954
Sample37,0.0000274
Sample38,0.0000256
Sample39,0.001074372
Sample40,0.00199917
Sample41,0.000586
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.001443052
Sample46,0.001721972
Sample47,0
Sample48,0.001187852
Sample49,0.000776
Sample50,0.000158
Sample51,0.000211
Sample52,0.001172983
Sample53,0
Sample54,0.002509501
Sample55,0.001173848
Sample56,0.00015
Sample57,0.001543893
Sample58,0.001000885
Sample59,0.000478
Sample60,0.001095814
Sample61,0.005510549
Sample62,0.001418376
Sample63,0.005033938
Sample64,0
Sample65,0.001625892
Sample66,0.01557959
Sample67,0.002732488
Sample68,0.001886343
Sample69,0.00052
Sample70,0.001076813
Sample71,0.003830703
Sample72,0.001553868
Sample73,0.000734
Sample74,0.000916
Sample75,0.000843
Sample76,0.001506597
Sample77,0.0000787
Sample78,0.0000585
Sample79,0.000871
Sample80,0.000109
Sample81,0.000422
Sample82,0.001779384
Sample83,0.002509316
Sample84,0.00019
Sample85,0.0000496
Sample86,0.001022818
Sample87,0.000839
Sample88,0.005560183
Sample89,0.0000737
Sample90,0.000997
Sample91,0.000161
Sample92,0.002497378
Sample93,0.000209
Sample94,0
Sample95,0.00051
Sample96,0
Sample97,0.001455381
Sample98,0.00103418
Sample99,0.000455
