SAMPLE,VALUE
Sample01,0.001179078
Sample02,0.0000493
Sample03,0
Sample04,0.000224
Sample05,0.000431
Sample06,0.000127
Sample07,0.0000409
Sample08,0.000615
Sample09,0.0000274
Sample10,0.000622
Sample11,0.001308299
Sample12,0.000132
Sample13,0
Sample14,0.0000652
Sample15,0
Sample16,0.000927
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0.000194
Sample31,0
Sample32,0.000181
Sample33,0
Sample34,0
Sample35,0
Sample36,0.002147605
Sample37,0.0000548
Sample38,0
Sample39,0.000477
Sample40,0.00075
Sample41,0.001465515
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.000412
Sample46,0.000328
Sample47,0
Sample48,0.000792
Sample49,0
Sample50,0.000158
Sample51,0.000115
Sample52,0.000293
Sample53,0.0000833
Sample54,0
Sample55,0.001027117
Sample56,0.00015
Sample57,0.000858
Sample58,0.000182
Sample59,0.000191
Sample60,0.000852
Sample61,0.000706
Sample62,0.00076
Sample63,0.000568
Sample64,0
Sample65,0.000375
Sample66,0.000146
Sample67,0.000863
Sample68,0.000794
Sample69,0.00065
Sample70,0.000479
Sample71,0.001235711
Sample72,0.000457
Sample73,0.000587
Sample74,0.001831073
Sample75,0.000264
Sample76,0.00159522
Sample77,0.0000393
Sample78,0.0000585
Sample79,0.000198
Sample80,0.000109
Sample81,0
Sample82,0.000635
Sample83,0.000488
Sample84,0.00842211
Sample85,0.000694
Sample86,0
Sample87,0
Sample88,0.000309
Sample89,0.000221
Sample90,0.0000433
Sample91,0.000241
Sample92,0.001248689
Sample93,0.001408123
Sample94,0
Sample95,0.000935
Sample96,0.0013798
Sample97,0.000397
Sample98,0.001431941
Sample99,0
