SAMPLE,VALUE
Sample1,0.006860089
Sample2,0.000443
Sample3,0.000711
Sample4,0.002912108
Sample5,0.006795919
Sample6,0.002291097
Sample7,0.0000409
Sample8,0.001707162
Sample9,0.0000822
Sample10,0.004460165
Sample11,0.001962449
Sample12,0.001360048
Sample13,0.001666209
Sample14,0.000424
Sample15,0.000472
Sample16,0.001721291
Sample17,0.001691365
Sample18,0.001798804
Sample19,0.000499
Sample20,0.000509
Sample21,0.000456
Sample22,0.000127
Sample23,0.000164
Sample24,0.001180498
Sample25,0
Sample26,0.000542
Sample27,0.000414
Sample28,0.000111
Sample29,0.001097565
Sample30,0.002135079
Sample31,0.000123
Sample32,0.003695607
Sample33,0.001498307
Sample34,0.0000294
Sample35,0.000399
Sample36,0.009306288
Sample37,0.0000548
Sample38,0.000615
Sample39,0.00155187
Sample40,0.017992533
Sample41,0.026672372
Sample42,0
Sample43,0.000217
Sample44,0.0000561
Sample45,0.002061503
Sample46,0.000902
Sample47,0.008433491
Sample48,0.015521261
Sample49,0
Sample50,0.000633
Sample51,0.00213114
Sample52,0
Sample53,0.000583
Sample54,0.002230668
Sample55,0.001467311
Sample56,0.000225
Sample57,0.001029262
Sample58,0.000273
Sample59,0.00086
Sample60,0.000244
Sample61,0.001483609
Sample62,0.000912
Sample63,0.013477964
Sample64,0.000682
Sample65,0.013632481
Sample66,0.012473379
Sample67,0.026318174
Sample68,0.025018863
Sample69,0.004029962
Sample70,0.020100503
Sample71,0.028297772
Sample72,0.010785672
Sample73,0.005966999
Sample74,0.018572312
Sample75,0.006114554
Sample76,0.014445603
Sample77,0.003657928
Sample78,0.001872324
Sample79,0.005306294
Sample80,0.000362
Sample81,0.001056144
Sample82,0.003304571
Sample83,0.005367148
Sample84,0.0000952
Sample85,0.000843
Sample86,0.000128
Sample87,0.00042
Sample88,0.004839419
Sample89,0.000221
Sample90,0.00013
Sample91,0.000121
Sample92,0.001456804
Sample93,0.001199512
Sample94,0.0000913
Sample95,0.0017002
Sample96,0.002759599
Sample97,0.000265
Sample98,0.021320011
Sample99,0.002729295
