SAMPLE,VALUE
Sample1,0.029959295
Sample2,0.00246354
Sample3,0.003730946
Sample4,0.007392274
Sample5,0.007982508
Sample6,0.005473175
Sample7,0.000715
Sample8,0.003004605
Sample9,0.000384
Sample10,0.006638384
Sample11,0.004170203
Sample12,0.001886518
Sample13,0.002499314
Sample14,0.000815
Sample15,0.001414519
Sample16,0.008209235
Sample17,0.00286231
Sample18,0.017988038
Sample19,0.00124704
Sample20,0.001017945
Sample21,0.000958
Sample22,0.000317
Sample23,0.000327
Sample24,0.000369
Sample25,0
Sample26,0.000314
Sample27,0.000994
Sample28,0.000178
Sample29,0.001189029
Sample30,0.059135228
Sample31,0.011208414
Sample32,0.028912687
Sample33,0.015766275
Sample34,0.000823
Sample35,0.009239921
Sample36,0.008709731
Sample37,0.005037265
Sample38,0.003666427
Sample39,0.109466527
Sample40,0.175677094
Sample41,0.306878834
Sample42,0.017467757
Sample43,0.013448236
Sample44,0.002467626
Sample45,0.002886104
Sample46,0.073470807
Sample47,0.071808699
Sample48,0.151253104
Sample49,0.000388
Sample50,0.032366621
Sample51,0.015244374
Sample52,0.001466228
Sample53,0.039975881
Sample54,0.365550682
Sample55,0.157442419
Sample56,0.084205101
Sample57,0.161422577
Sample58,0.0750664
Sample59,0.052640202
Sample60,0.100449649
Sample61,0.055953265
Sample62,0.051213496
Sample63,0.109934721
Sample64,0.003069807
Sample65,0.082920503
Sample66,0.093429005
Sample67,0.232261479
Sample68,0.193399786
Sample69,0.003249969
Sample70,0.185331419
Sample71,0.295829106
Sample72,0.094054718
Sample73,0.063044764
Sample74,0.164665783
Sample75,0.064624511
Sample76,0.127794848
Sample77,0.027296795
Sample78,0.020800348
Sample79,0.084821505
Sample80,0.000398
Sample81,0.003485274
Sample82,0.051347947
Sample83,0.001672877
Sample84,0.002759788
Sample85,0.001686588
Sample86,0.001214597
Sample87,0.00063
Sample88,0.003088991
Sample89,0.00059
Sample90,0.000607
Sample91,0.000723
Sample92,0.009365167
Sample93,0.001460276
Sample94,0.000228
Sample95,0.003060361
Sample96,0.004533628
Sample97,0.093012056
Sample98,0.157115753
Sample99,0.00181953
