SAMPLE,VALUE
Sample1,0.009325434
Sample2,0.000641
Sample3,0.000711
Sample4,0.001120042
Sample5,0.001725948
Sample6,0.003563928
Sample7,0
Sample8,0.002799745
Sample9,0.000219
Sample10,0.001659596
Sample11,0.002044217
Sample12,0.000439
Sample13,0.001018239
Sample14,0.0000326
Sample15,0.00066
Sample16,0.001588884
Sample17,0.001170945
Sample18,0.002248505
Sample19,0
Sample20,0.000416
Sample21,0.000274
Sample22,0.00019
Sample23,0
Sample24,0.002213434
Sample25,0
Sample26,0.0000571
Sample27,0.000166
Sample28,0.0000444
Sample29,0.000823
Sample30,0.000129
Sample31,0
Sample32,0.000181
Sample33,0.000136
Sample34,0
Sample35,0.0000725
Sample36,0.002744162
Sample37,0
Sample38,0.0000256
Sample39,0.000836
Sample40,0.010245748
Sample41,0.002051721
Sample42,0.000132
Sample43,0.000705
Sample44,0
Sample45,0.001855353
Sample46,0.001393977
Sample47,0.000744
Sample48,0.001267042
Sample49,0
Sample50,0.000435
Sample51,0.000173
Sample52,0.001172983
Sample53,0.0000833
Sample54,0.002509501
Sample55,0.001320579
Sample56,0.000974
Sample57,0.001200806
Sample58,0.001273854
Sample59,0.000669
Sample60,0.001339329
Sample61,0.016602295
Sample62,0.000811
Sample63,0.016563281
Sample64,0.001364359
Sample65,0.002126167
Sample66,0.005630008
Sample67,0.003163933
Sample68,0.00327628
Sample69,0.001429987
Sample70,0.0028715
Sample71,0.005560697
Sample72,0.002102292
Sample73,0.000636
Sample74,0.004839264
Sample75,0.002108467
Sample76,0.003899427
Sample77,0.000157
Sample78,0.000673
Sample79,0.002811544
Sample80,0.00029
Sample81,0.001584215
Sample82,0.001525187
Sample83,0.002579019
Sample84,0.00019
Sample85,0.001785799
Sample86,0.001086745
Sample87,0.00021
Sample88,0.002059327
Sample89,0.000295
Sample90,0.000433
Sample91,0.000362
Sample92,0.001456804
Sample93,0.001668887
Sample94,0
Sample95,0.00229527
Sample96,0.003153828
Sample97,0.001455381
Sample98,0.00175015
Sample99,0.002046971
