SAMPLE,VALUE
Sample01,0.026636439
Sample02,0.000542
Sample03,0.000711
Sample04,0.000672
Sample05,0.000647
Sample06,0.000764
Sample07,0
Sample08,0.000819
Sample09,0.0000822
Sample10,0.001555871
Sample11,0.000818
Sample12,0.000702
Sample13,0.000602
Sample14,0.00013
Sample15,0.000141
Sample16,0.00132407
Sample17,0.00104084
Sample18,0.00045
Sample19,0.0000624
Sample20,0.000555
Sample21,0.000183
Sample22,0.000127
Sample23,0.000164
Sample24,0.000443
Sample25,0
Sample26,0.000257
Sample27,0.0000828
Sample28,0.0000666
Sample29,0.0000457
Sample30,0.000582
Sample31,0.000184
Sample32,0.000181
Sample33,0.000204
Sample34,0
Sample35,0.0000362
Sample36,0.002266916
Sample37,0
Sample38,0
Sample39,0.004536236
Sample40,0.00199917
Sample41,0.002051721
Sample42,0
Sample43,0.000108
Sample44,0.000112
Sample45,0.000618
Sample46,0.000902
Sample47,0.001116197
Sample48,0.001662992
Sample49,0
Sample50,0.00095
Sample51,0.0000192
Sample52,0.003225702
Sample53,0
Sample54,0.001951834
Sample55,0.001027117
Sample56,0.001048818
Sample57,0.001029262
Sample58,0.000637
Sample59,0.000382
Sample60,0.001095814
Sample61,0.010455913
Sample62,0.001570345
Sample63,0.006008249
Sample64,0.001023269
Sample65,0.001438289
Sample66,0.001844313
Sample67,0.001581967
Sample68,0.002084905
Sample69,0.00065
Sample70,0.001196458
Sample71,0.047080572
Sample72,0.001645272
Sample73,0.000978
Sample74,0.0014387
Sample75,0.000527
Sample76,0.00186109
Sample77,0.00059
Sample78,0.000263
Sample79,0.000752
Sample80,0.000398
Sample81,0.001372987
Sample82,0.002669076
Sample83,0.003276051
Sample84,0.000476
Sample85,0.000694
Sample86,0.000256
Sample87,0.000714
Sample88,0.000927
Sample89,0.000258
Sample90,0.00052
Sample91,0.0000402
Sample92,0.001664919
Sample93,0.000678
Sample94,0.0000457
Sample95,0.00144517
Sample96,0.000788
Sample97,0.001058459
Sample98,0.001352389
Sample99,0.000682
