SAMPLE,VALUE
Sample01,0.000697
Sample02,0.000936
Sample03,0.004974594
Sample04,0.007168266
Sample05,0.002588921
Sample06,0
Sample07,0
Sample08,0
Sample09,0
Sample10,0.000104
Sample11,0.000818
Sample12,0.0000439
Sample13,0
Sample14,0
Sample15,0
Sample16,0.000397
Sample17,0
Sample18,0
Sample19,0.000748
Sample20,0.001017945
Sample21,0.000867
Sample22,0.000127
Sample23,0.000382
Sample24,0.000812
Sample25,0.001335256
Sample26,0.000571
Sample27,0.001656949
Sample28,0.0000444
Sample29,0.001920739
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000082
Sample47,0.000124
Sample48,0
Sample49,0
Sample50,0
Sample51,0
Sample52,0.001466228
Sample53,0
Sample54,0
Sample55,0.000293
Sample56,0
Sample57,0
Sample58,0
Sample59,0.0000955
Sample60,0
Sample61,0
Sample62,0
Sample63,0.000244
Sample64,0
Sample65,0.00913001
Sample66,0
Sample67,0
Sample68,0
Sample69,0.00026
Sample70,0.00012
Sample71,0
Sample72,0
Sample73,0.0000978
Sample74,0.000392
Sample75,0.000158
Sample76,0
Sample77,0
Sample78,0
Sample79,0
Sample80,0.000181
Sample81,0
Sample82,0
Sample83,0
Sample84,0
Sample85,0
Sample86,0
Sample87,0
Sample88,0
Sample89,0
Sample90,0
Sample91,0
Sample92,0.001040574
Sample93,0
Sample94,0
Sample95,0
Sample96,0
Sample97,0
Sample98,0
Sample99,0.002046971
