SAMPLE,VALUE
Sample01,0
Sample02,0.0000493
Sample03,0.000888
Sample04,0.000672
Sample05,0
Sample06,0.000382
Sample07,0
Sample08,0.002526599
Sample09,0.0000274
Sample10,0.00083
Sample11,0.000409
Sample12,0.000351
Sample13,0
Sample14,0.0000326
Sample15,0.0000943
Sample16,0
Sample17,0.00052
Sample18,0
Sample19,0.000187
Sample20,0.000139
Sample21,0.000228
Sample22,0
Sample23,0.0000545
Sample24,0.000148
Sample25,0
Sample26,0.0000571
Sample27,0.000331
Sample28,0
Sample29,0.0000915
Sample30,0.000129
Sample31,0
Sample32,0.0000362
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000477
Sample37,0
Sample38,0
Sample39,0.000358
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000206
Sample46,0.000082
Sample47,0.000124
Sample48,0.008077391
Sample49,0
Sample50,0.000237
Sample51,0
Sample52,0.000586
Sample53,0
Sample54,0
Sample55,0
Sample56,0.00015
Sample57,0.000172
Sample58,0
Sample59,0.000191
Sample60,0.000122
Sample61,0
Sample62,0.000405
Sample63,0.000487
Sample64,0.000341
Sample65,0.00025
Sample66,0.000194
Sample67,0.000575
Sample68,0.000397
Sample69,0.00013
Sample70,0.000239
Sample71,0.000124
Sample72,0
Sample73,0.0000489
Sample74,0.000785
Sample75,0
Sample76,0.000709
Sample77,0.000118
Sample78,0
Sample79,0.0000792
Sample80,0.0000362
Sample81,0.000106
Sample82,0.000381
Sample83,0.000209
Sample84,0.0000952
Sample85,0
Sample86,0.0000639
Sample87,0.000042
Sample88,0
Sample89,0
Sample90,0.00013
Sample91,0.0000803
Sample92,0
Sample93,0
Sample94,0
Sample95,0
Sample96,0
Sample97,0.000132
Sample98,0
Sample99,0.000455
