SAMPLE,VALUE
Sample01,0.090574613
Sample02,0.002660623
Sample03,0.01527911
Sample04,0.021056782
Sample05,0.069793005
Sample06,0.021256285
Sample07,0.000429
Sample08,0.01604732
Sample09,0.003371645
Sample10,0.058085863
Sample11,0.039412508
Sample12,0.012942388
Sample13,0.01198745
Sample14,0.003779315
Sample15,0.009807333
Sample16,0.056272981
Sample17,0.021467324
Sample18,0.021585646
Sample19,0.003990527
Sample20,0.005506159
Sample21,0.002555998
Sample22,0.000127
Sample23,0.000491
Sample24,0.010476921
Sample25,0
Sample26,0.001540687
Sample27,0.004390914
Sample28,0.000599
Sample29,0.007454298
Sample30,0.025556253
Sample31,0.000829
Sample32,0.002862284
Sample33,0.001838831
Sample34,0.000294
Sample35,0.001340694
Sample36,0.024339522
Sample37,0.000329
Sample38,0.000487
Sample39,0.013250583
Sample40,0.016493155
Sample41,0.029017196
Sample42,0.005425591
Sample43,0.001247215
Sample44,0.000252
Sample45,0.017522774
Sample46,0.011397815
Sample47,0.006945228
Sample48,0.02209404
Sample49,0.005816772
Sample50,0.006766127
Sample51,0.00178555
Sample52,0.019060969
Sample53,0.003164757
Sample54,0.022027844
Sample55,0.016433878
Sample56,0.007566473
Sample57,0.017497453
Sample58,0.00855302
Sample59,0.014139292
Sample60,0.014732615
Sample61,0.033063293
Sample62,0.053391716
Sample63,0.026549966
Sample64,0.015349037
Sample65,0.059595203
Sample66,0.067948367
Sample67,0.025455283
Sample68,0.025614551
Sample69,0.012999878
Sample70,0.022732711
Sample71,0.03744203
Sample72,0.007495128
Sample73,0.004059515
Sample74,0.015302539
Sample75,0.011491145
Sample76,0.017104303
Sample77,0.003933256
Sample78,0.003159547
Sample79,0.005662687
Sample80,0.002716678
Sample81,0.013518637
Sample82,0.013726679
Sample83,0.100093821
Sample84,0.009421344
Sample85,0.016717066
Sample86,0.003835569
Sample87,0.003525689
Sample88,0.025226758
Sample89,0.005678031
Sample90,0.006414485
Sample91,0.003374365
Sample92,0.401661589
Sample93,0.016063034
Sample94,0.001050463
Sample95,0.028988415
Sample96,0.040999763
Sample97,0.01587688
Sample98,0.026013595
Sample99,0.017285534
