SAMPLE,VALUE
Sample01,0.001982994
Sample02,0.000345
Sample03,0.001598977
Sample04,0.003360125
Sample05,0.000108
Sample06,0.001145548
Sample07,0
Sample08,0.000205
Sample09,0
Sample10,0.000934
Sample11,0.000245
Sample12,0.000175
Sample13,0.000139
Sample14,0.000163
Sample15,0.000236
Sample16,0
Sample17,0.00026
Sample18,0.000899
Sample19,0.000748
Sample20,0.000694
Sample21,0.000685
Sample22,0.000317
Sample23,0.000164
Sample24,0.000369
Sample25,0.001335256
Sample26,0.000143
Sample27,0.000663
Sample28,0.0000444
Sample29,0.000777
Sample30,0.000323
Sample31,0.0000307
Sample32,0.0000362
Sample33,0.0000681
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0.000586
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.000412
Sample46,0.001147981
Sample47,0.000992
Sample48,0.000396
Sample49,0
Sample50,0
Sample51,0.0000576
Sample52,0.00205272
Sample53,0.000333
Sample54,0
Sample55,0.000147
Sample56,0.00015
Sample57,0
Sample58,0.000091
Sample59,0
Sample60,0
Sample61,0.001059721
Sample62,0.00258347
Sample63,0.001705044
Sample64,0
Sample65,0.003439387
Sample66,0.000194
Sample67,0.001294336
Sample68,0.002382749
Sample69,0.00065
Sample70,0.000718
Sample71,0.000618
Sample72,0.000274
Sample73,0.0000978
Sample74,0.000262
Sample75,0.000896
Sample76,0.000177
Sample77,0.0000393
Sample78,0.0000293
Sample79,0.000158
Sample80,0.000109
Sample81,0.002534744
Sample82,0
Sample83,0.005297445
Sample84,0.0000476
Sample85,0.000149
Sample86,0.000256
Sample87,0.00021
Sample88,0.000515
Sample89,0.000147
Sample90,0.0000433
Sample91,0.000161
Sample92,0.004162296
Sample93,0.000104
Sample94,0
Sample95,0.000595
Sample96,0
Sample97,0.000265
Sample98,0.000239
Sample99,0.001592089
